#fte: [20-02-2018] http://switchoffandletsgo.blogspot.com.es/2013/04/relacionar-el-codigo-ine-con-su-codigo.html
#CodigoPostal	Municipio
14730	Posadas
14739	Posadas
14400	Pozoblanco
14811	Priego de Córdoba
14817	Priego de Córdoba
14816	Priego de Córdoba
14814	Priego de Córdoba
14800	Priego de Córdoba
14815	Priego de Córdoba
14500	Puente Genil
14512	Puente Genil
14540	Rambla, La
14950	Rute
14960	Rute
14150	San Sebastián de los Ballesteros
14549	Santaella
14546	Santaella
14547	Santaella
14941	Santa Eufemia
14491	Santa Eufemia
14410	Torrecampo
14670	Valenzuela
14206	Valsequillo
14140	Victoria, La
14640	Villa del Río
14940	Villa del Río
14071	Villafranca de Córdoba
14420	Villafranca de Córdoba
14210	Villaharta
14440	Villanueva de Córdoba
14250	Villanueva del Duque
14230	Villanueva del Rey
14490	Villaralto
14300	Villaviciosa de Córdoba
14320	Villaviciosa de Córdoba
14470	Villaviciosa de Córdoba
14470	Viso, El
14870	Zuheros
15318	Abegondo
15895	Ames
15220	Ames
15228	Ames
15229	Ames
15864	Ames
15870	Ames
15317	Aranga
15623	Ares
15624	Ares
15625	Ares
15008	Arteixo
15140	Arteixo
15141	Arteixo
15142	Arteixo
15144	Arteixo
15690	Arteixo
15810	Arzúa
15819	Arzúa
15826	Arzúa
15862	Baña, A
15863	Baña, A
15839	Baña, A
15166	Bergondo
15167	Bergondo
15319	Bergondo
15640	Bergondo
15165	Bergondo
15300	Betanzos
15319	Betanzos
15816	Boimorto
15817	Boimorto
15818	Boimorto
15930	Boiro
15990	Boiro
15992	Boiro
15991	Boiro
15938	Boiro
15937	Boiro
15939	Boiro
15582	Boqueixón
15881	Boqueixón
15882	Boqueixón
15280	Brión
15839	Brión
15865	Brión
15116	Cabana de Bergantiños
15119	Cabana de Bergantiños
15115	Cabana de Bergantiños
15110	Cabana de Bergantiños
15149	Cabana de Bergantiños
15611	Cabanas
15612	Cabanas
15621	Cabanas
15622	Cabanas
15121	Camariñas
15122	Camariñas
15123	Camariñas
15668	Cambre
15181	Cambre
15669	Cambre
15679	Cambre
15650	Cambre
15660	Cambre
15659	Cambre
15613	Capela, A
15100	Carballo
15102	Carballo
15105	Carballo
15106	Carballo
15107	Carballo
15108	Carballo
15109	Carballo
15293	Carnota
15295	Carnota
15292	Carnota
15296	Carnota
15175	Carral
15182	Carral
15183	Carral
15184	Carral
15555	Cedeira
15347	Cedeira
15350	Cedeira
15357	Cedeira
15358	Cedeira
15359	Cedeira
15299	Cee
15298	Cee
15270	Cee
15138	Cee
15185	Cerceda
15186	Cerceda
15187	Cerceda
15188	Cerceda
15530	Cerdido
15569	Cerdido
15390	Cesuras
15391	Cesuras
15316	Coirós
15130	Corcubión
15137	Corcubión
15147	Coristanco
15148	Coristanco
15009	Coruña, A
15001	Coruña, A
15192	Coruña, A
15191	Coruña, A
15190	Coruña, A
15170	Coruña, A
15011	Coruña, A
15010	Coruña, A
15007	Coruña, A
15006	Coruña, A
15005	Coruña, A
15004	Coruña, A
15008	Coruña, A
15002	Coruña, A
15003	Coruña, A
15198	Culleredo
15199	Culleredo
15189	Culleredo
15180	Culleredo
15174	Culleredo
15139	Culleredo
15670	Culleredo
15310	Curtis
15379	Curtis
15916	Dodro
15981	Dodro
15982	Dodro
15151	Dumbría
15152	Dumbría
15297	Dumbría
15509	Fene
15627	Fene
15500	Fene
15528	Fene
15520	Fene
15591	Ferrol
15595	Ferrol
15594	Ferrol
15592	Ferrol
15590	Ferrol
15407	Ferrol
15405	Ferrol
15404	Ferrol
15403	Ferrol
15402	Ferrol
15401	Ferrol
15593	Ferrol
15406	Ferrol
15153	Fisterra
15154	Fisterra
15155	Fisterra
15685	Frades
15686	Frades
15313	Irixoa
15118	Laxe
15117	Laxe
15146	Laracha, A
15105	Laracha, A
15145	Laracha, A
15212	Lousame
15214	Lousame
15215	Lousame
15216	Lousame
15218	Lousame
15111	Malpica de Bergantiños
15112	Malpica de Bergantiños
15113	Malpica de Bergantiños
15337	Mañón
15339	Mañón
15258	Mazaricos
15256	Mazaricos
15800	Melide
15805	Melide
15809	Melide
15819	Melide
15685	Mesía
15686	Mesía
15689	Mesía
15635	Miño
15630	Miño
15608	Miño
15639	Miño
15563	Moeche
15564	Moeche
15315	Monfero
15609	Monfero
15617	Monfero
15619	Monfero
15620	Mugardos
15626	Mugardos
15627	Mugardos
15124	Muxía
15125	Muxía
15126	Muxía
15240	Muros
15250	Muros
15259	Muros
15284	Muros
15290	Muros
15291	Muros
15573	Narón
15577	Narón
15578	Narón
15596	Narón
15570	Narón
15541	Narón
15540	Narón
15587	Narón
15572	Narón
15510	Neda
15577	Neda
15579	Neda
15830	Negreira
15838	Negreira
15839	Negreira
15863	Negreira
15200	Noia
15218	Noia
15213	Noia
15210	Noia
15211	Noia
15179	Oleiros
15171	Oleiros
15172	Oleiros
15173	Oleiros
15176	Oleiros
15177	Oleiros
15178	Oleiros
15689	Ordes
15687	Ordes
15680	Ordes
15684	Ordes
15685	Ordes
15684	Oroso
15688	Oroso
15888	Oroso
15340	Ortigueira
15368	Ortigueira
15349	Ortigueira
15339	Ortigueira
15338	Ortigueira
15332	Ortigueira
15330	Ortigueira
15367	Ortigueira
15230	Outes
15236	Outes
15237	Outes
15239	Outes
15286	Outes
15287	Outes
15288	Outes
15387	Oza dos Ríos
15388	Oza dos Ríos
15380	Oza dos Ríos
15389	Oza dos Ríos
15386	Oza dos Ríos
15314	Paderne
15319	Paderne
15900	Padrón
15910	Padrón
15914	Padrón
15915	Padrón
15917	Padrón
15980	Padrón
15825	Pino, O
15887	Pino, O
15821	Pino, O
15823	Pino, O
15824	Pino, O
15948	Pobra do Caramiñal, A
15949	Pobra do Caramiñal, A
15940	Pobra do Caramiñal, A
15114	Ponteceso
15110	Ponteceso
15609	Pontedeume
15608	Pontedeume
15600	Pontedeume
15614	Pontedeume
15607	Pontedeume
15327	Pontes de García Rodríguez, As
15329	Pontes de García Rodríguez, As
15582	Pontes de García Rodríguez, As
15328	Pontes de García Rodríguez, As
15325	Pontes de García Rodríguez, As
15320	Pontes de García Rodríguez, As
15324	Pontes de García Rodríguez, As
15326	Pontes de García Rodríguez, As
15996	Porto do Son
15998	Porto do Son
15995	Porto do Son
15994	Porto do Son
15979	Porto do Son
15978	Porto do Son
15970	Porto do Son
15218	Porto do Son
15999	Porto do Son
15920	Rianxo
15928	Rianxo
15983	Rianxo
15984	Rianxo
15985	Rianxo
15966	Ribeira
15993	Ribeira
15967	Ribeira
15968	Ribeira
15969	Ribeira
15960	Ribeira
15959	Ribeira
15950	Ribeira
15965	Ribeira
15281	Rois
15282	Rois
15911	Rois
15912	Rois
15913	Rois
15980	Rois
15160	Sada
15168	Sada
15169	Sada
15160	Sada
15168	Sada
15169	Sada
15560	San Sadurniño
15561	San Sadurniño
15562	San Sadurniño
15576	San Sadurniño
15580	San Sadurniño
15598	San Sadurniño
15846	Santa Comba
15861	Santa Comba
15847	Santa Comba
15848	Santa Comba
15841	Santa Comba
15840	Santa Comba
15837	Santa Comba
15860	Santa Comba
15845	Santa Comba
15820	Santiago de Compostela
15899	Santiago de Compostela
15898	Santiago de Compostela
15897	Santiago de Compostela
15896	Santiago de Compostela
15893	Santiago de Compostela
15892	Santiago de Compostela
15891	Santiago de Compostela
15884	Santiago de Compostela
15707	Santiago de Compostela
15706	Santiago de Compostela
15705	Santiago de Compostela
15704	Santiago de Compostela
15703	Santiago de Compostela
15702	Santiago de Compostela
15701	Santiago de Compostela
15688	Santiago de Compostela
15890	Santiago de Compostela
15808	Santiso
15813	Sobrado
15814	Sobrado
15815	Sobrado
15813	Sobrado
15814	Sobrado
15815	Sobrado
15565	Somozas, As
15568	Somozas, As
15567	Somozas, As
15566	Somozas, As
15866	Teo
15883	Teo
15886	Teo
15894	Teo
15806	Toques
15683	Tordoia
15684	Tordoia
15689	Tordoia
15823	Touro
15824	Touro
15822	Touro
15828	Touro
15686	Trazo
15687	Trazo
15542	Valdoviño
15543	Valdoviño
15550	Valdoviño
15551	Valdoviño
15552	Valdoviño
15553	Valdoviño
15554	Valdoviño
15873	Val do Dubra
15874	Val do Dubra
15871	Val do Dubra
15872	Val do Dubra
15881	Vedra
15885	Vedra
15880	Vedra
15807	Vilasantar
15615	Vilarmaior
15616	Vilarmaior
15637	Vilarmaior
15638	Vilarmaior
15127	Vimianzo
15150	Vimianzo
15128	Vimianzo
15126	Vimianzo
15121	Vimianzo
15129	Vimianzo
15859	Zas
15150	Zas
15656	Zas
15850	Zas
15851	Zas
15855	Zas
15856	Zas
15857	Zas
15858	Zas
15369	Cariño
15366	Cariño
15365	Cariño
15360	Cariño
16195	Abia de la Obispalía
16412	Acebrón, El
16214	Alarcón
16111	Albaladejo del Cuende
16841	Albalate de las Nogueras
16812	Albendea
16620	Alberca de Záncara, La
16315	Alcalá de la Vega
16812	Alcantud
16464	Alcázar del Rey
16537	Alcohujate
16433	Alconchel de la Estrella
16338	Algarra
16313	Aliaguilla
16740	Almarcha, La
16420	Almendros
16215	Almodóvar del Pinar
16431	Almonacid del Marquesado
16195	Altarejos
16780	Altarejos
16812	Arandilla del Arroyo
16141	Arcos de la Sierra
16190	Chillarón de Cuenca
16194	Chillarón de Cuenca
16191	Chillarón de Cuenca
16360	Arguisuelas
16855	Arrancacepas
16710	Atalaya del Cañavate
16460	Barajas de Melo
16470	Barajas de Melo
16118	Barchín del Hoyo
16191	Bascuñana de San Pedro
16152	Beamud
16740	Belinchón
16470	Belinchón
16640	Belmonte
16779	Belmontejo
16870	Beteta
16879	Beteta
16893	Beteta
16311	Boniches
16851	Buciegas
16114	Buenache de Alarcón
16192	Buenache de la Sierra
16512	Buendía
16210	Campillo de Altobuey
16311	Campillos-Paravientos
16043	Campillos-Paravientos
16316	Campillos-Sierra
16857	Canalejas del Arroyo
16340	Cañada del Hoyo
16720	Cañada Juncosa
16890	Cañamares
16738	Cañavate, El
16850	Cañaveras
16537	Cañaveruelas
16300	Cañete
16892	Cañizares
16890	Cañizares
16891	Cañizares
16350	Carboneras de Guadazaón
16373	Cardenete
16879	Carrascosa
16891	Carrascosa
16649	Carrascosa de Haro
02636	Casas de Benítez
16707	Casas de Benítez
16610	Casas de Fernando Alonso
16338	Casas de Garcimolina
16708	Casas de Guijarro
16611	Casas de Haro
16612	Casas de los Pinos
16239	Casasimarro
16250	Castillejo de Iniesta
16141	Castillejo-Sierra
16854	Castillo-Albaráñez
16623	Castillo de Garcimuñoz
16444	Cervera del Llano
16340	Cierva, La
16191	Cuenca
16193	Cuenca
16146	Cuenca
16003	Cuenca
16002	Cuenca
16001	Cuenca
16194	Cuenca
16004	Cuenca
16879	Cueva del Hierro
16216	Chumillas
16372	Enguídanos
16122	Fresneda de Altarejos
16781	Fresneda de Altarejos
16141	Fresneda de la Sierra
16144	Frontera, La
16411	Fuente de Pedro Naharro
16647	Fuentelespino de Haro
16311	Fuentelespino de Moya
16193	Fuentes
16890	Fuertescusa
16214	Gabaldón
16312	Garaballa
16532	Gascueña
16339	Graja de Campalbo
16251	Graja de Iniesta
16312	Henarejos
16290	Herrumblar, El
16435	Hinojosa, La
16417	Hinojosos, Los
16441	Hito, El
16730	Honrubia
16421	Hontanaya
16118	Hontecillas
16410	Horcajo de Santiago
16152	Huélamo
16465	Huelves
16311	Huérguina
16195	Huerta de la Obispalía
16316	Huerta del Marquesado
16532	Huete
16540	Huete
16541	Huete
16550	Huete
16520	Huete
16500	Huete
16521	Huete
16235	Iniesta
16236	Iniesta
16290	Iniesta
16316	Laguna del Marquesado
16878	Lagunaseca
16330	Landete
16339	Landete
16237	Ledaña
16461	Leganiel
16142	Majadas, Las
16143	Mariana
16147	Mariana
16878	Masegosa
16650	Mesas, Las
16260	Minglanilla
16393	Mira
16649	Monreal del Llano
16434	Montalbanejo
16440	Montalbo
16360	Monteagudo de las Salinas
16780	Mota de Altarejos
16630	Mota del Cuervo
16200	Motilla del Palancar
16371	Narboneta
16760	Olivares de Júcar
16852	Olmeda de la Cuesta
16216	Olmeda del Rey
16118	Olmedilla de Alarcón
16853	Olmedilla de Eliz
16423	Osa de la Vega
16390	Pajarón
16390	Pajaroncillo
16160	Palomares del Campo
16192	Palomera
16372	Paracuellos
16373	Paracuellos
16465	Paredes
16113	Parra de las Vegas, La
16638	Pedernoso, El
16660	Pedroñeras, Las
16240	Peral, El
16532	Peraleja, La
16269	Pesquera, La
16211	Picazo, El
16622	Pinarejo
16541	Pineda de Gigüela
16118	Piqueras del Castillo
16522	Portalrubio de Guadamejud
16141	Portilla
16878	Poyatos
16708	Pozoamargo
16414	Pozorrubio
16812	Pozuelo, El
16800	Priego
16670	Provencio, El
16421	Puebla de Almenara
16510	Valle de Altomira, El
16512	Valle de Altomira, El
16514	Valle de Altomira, El
24512	Valle de Altomira, El
16269	Puebla del Salvador
16220	Quintanar del Rey
16649	Rada de Haro
16390	Reíllo
16432	Rozalén del Monte
16452	Rozalén del Monte
16463	Saceda-Trasierra
16430	Saelices
16317	Salinas del Manzano
16813	Salmeroncillos
16318	Salvacañete
16600	San Clemente
16770	San Lorenzo de la Parrilla
16370	San Martín de Boniches
16813	San Pedro Palmiches
16336	Santa Cruz de Moya
16339	Santa Cruz de Moya
16621	Santa María del Campo Rus
16639	Santa María de los Llanos
16878	Santa María del Val
16700	Sisante
16216	Solera de Gabaldón
16320	Talayuelas
16321	Talayuelas
16400	Tarancón
16710	Tébar
16317	Tejadillos
16522	Tinajas
16842	Torralba
16161	Torrejoncillo del Rey
16162	Torrejoncillo del Rey
16195	Torrejoncillo del Rey
16413	Torrubia del Campo
16739	Torrubia del Castillo
16150	Tragacete
16422	Tresjuncos
16452	Tribaldos
16452	Uclés
16152	Uña
16152	Valdemeca
16340	Valdemorillo de la Sierra
16316	Valdemoro-Sierra
16813	Valdeolivas
16214	Valhermoso de la Fuente
16879	Valsalobre
16100	Valverde de Júcar
16214	Valverdejo
16709	Vara de Rey
16150	Vega del Codorno
16510	Vellisca
16860	Villaconejos de Trabaque
16647	Villaescusa de Haro
16236	Villagarcía del Llano
16238	Villagarcía del Llano
16140	Villalba de la Sierra
16535	Villalba del Rey
16646	Villalgordo del Marquesado
16270	Villalpardo
16415	Villamayor de Santiago
16532	Villanueva de Guadamejud
16230	Villanueva de la Jara
16236	Villanueva de la Jara
16238	Villanueva de la Jara
16433	Villar de Cañas
16191	Villar de Domingo García
16840	Villar de Domingo García
16648	Villar de la Encina
16370	Villar del Humo
16813	Villar del Infantado
16195	Villar de Olalla
16196	Villar de Olalla
16432	Villarejo de Fuentes
16541	Villarejo de la Peñuela
16771	Villarejo-Periesteban
16442	Villares del Saz
16420	Villarrubio
16280	Villarta
16843	Villas de la Ventosa
16111	Villaverde y Pasaconsol
16371	Víllora
16812	Vindel
16373	Yémeda
16771	Zafra de Záncara
16317	Zafrilla
16470	Zarza de Tajo
16146	Zarzuela
16550	Campos del Paraíso
16555	Campos del Paraíso
16122	Valdetórtola
16216	Valeras, Las
16120	Valeras, Las
16194	Fuentenava de Jábaga
16191	Fuentenava de Jábaga
16190	Fuentenava de Jábaga
16123	Arcas del Villar
16541	Valdecolmenas, Los
16212	Pozorrubielos de la Mancha
16143	Sotorribas
16144	Sotorribas
16145	Sotorribas
16542	Villar y Velasco
17707	Agullana
17181	Aiguaviva
17733	Albanyà
17734	Albanyà
17136	Albons
17469	Far d'Empordà, El
17537	Alp
17538	Alp
17170	Amer
17160	Anglès
17401	Arbúcies
17402	Arbúcies
17853	Argelaguer
17472	Armentera, L'
17742	Avinyonet de Puigventós
17213	Begur
17255	Begur
17707	Vajol, La
17820	Banyoles
17468	Bàscara
17483	Bàscara
17141	Bellcaire d'Empordà
17850	Besalú
17162	Bescanó
17163	Bescanó
17182	Bescanó
17851	Beuda
17850	Beuda
17100	Bisbal d'Empordà, La
17300	Blanes
17539	Bolvir
17462	Bordils
17700	Borrassà
17770	Borrassà
17400	Breda
17441	Brunyola
17723	Boadella i les Escaules
17746	Cabanelles
17747	Cabanelles
17488	Cadaqués
17456	Caldes de Malavella
17455	Caldes de Malavella
17251	Calonge
17252	Calonge
17834	Camós
17854	Camós
17530	Campdevànol
17531	Campdevànol
17534	Campelles
17459	Campllong
17867	Camprodon
17199	Canet d'Adri
17708	Cantallops
17750	Capmany
17534	Queralbs
17244	Cassà de la Selva
17856	Castellfollit de la Roca
17486	Castelló d'Empúries
17487	Castelló d'Empúries
17248	Castell-Platja d'Aro
17249	Castell-Platja d'Aro
17250	Castell-Platja d'Aro
17460	Celrà
17464	Cervià de Ter
17741	Cistella
17469	Siurana
17496	Colera
17144	Colomers
17844	Cornellà del Terri
17121	Corçà
17832	Crespià
17722	Darnius
17538	Das
17130	Escala, L'
17405	Espinelves
17753	Espolla
17832	Esponellà
17484	Figueres
17600	Figueres
17463	Flaçà
17132	Foixà
17133	Foixà
17463	Foixà
17538	Fontanals de Cerdanya
17257	Fontanilles
17833	Fontcoberta
17458	Fornells de la Selva
17469	Fortià
17476	Garrigàs
17466	Garrigoles
17780	Garriguella
17539	Ger
17001	Girona
17002	Girona
17003	Girona
17004	Girona
17005	Girona
17006	Girona
17007	Girona
17461	Girona
17531	Gombrèn
17257	Gualta
17528	Guils de Cerdanya
17450	Hostalric
17539	Isòvol
17143	Jafre
17700	Jonquera, La
17709	Jonquera, La
17462	Juià
17745	Lladó
17240	Llagostera
17243	Llambilles
17869	Llanars
17490	Llançà
17730	Llers
17527	Llívia
17310	Lloret de Mar
17430	Lloret de Mar
17512	Llosses, Les
17513	Llosses, Les
17532	Llosses, Les
17462	Madremanya
17851	Maià de Montcal
17539	Meranges
17762	Masarac
17763	Masarac
17452	Massanes
17721	Maçanet de Cabrenys
17720	Maçanet de Cabrenys
17412	Maçanet de la Selva
17752	Mollet de Peralada
17868	Molló
17855	Montagut i Oix
17856	Montagut i Oix
17253	Mont-ras
17744	Navata
17861	Ogassa
17800	Olot
17810	Olot
17812	Olot
17772	Ordis
17161	Osor
17124	Palafrugell
17200	Palafrugell
17210	Palafrugell
17211	Palafrugell
17212	Palafrugell
17213	Palafrugell
17230	Palamós
17320	Palamós
17476	Palau de Santa Eulàlia
17495	Palau-saverdera
17256	Palau-sator
17843	Palol de Revardit
17256	Pals
17534	Pardines
17133	Parlavà
17494	Pau
17493	Pedret i Marzà
17120	Pera, La
17491	Peralada
17492	Peralada
17172	Planes d'Hostoles, Les
17173	Planes d'Hostoles, Les
17535	Planoles
17706	Pont de Molins
17773	Pontós
17846	Porqueres
17834	Porqueres
17497	Portbou
17178	Preses, Les
17489	Port de la Selva, El
17520	Puigcerdà
17529	Puigcerdà
17241	Quart
17242	Quart
17754	Rabós
17755	Rabós
17214	Regencós
17534	Ribes de Freser
17404	Riells i Viabrea
17500	Ripoll
17421	Riudarenes
17179	Riudaura
17457	Riudellots de la Selva
17469	Riumors
17480	Roses
17131	Rupià
17853	Sales de Llierca
17190	Salt
17454	Sant Andreu Salou
17751	Sant Climent Sescebes
17451	Sant Feliu de Buixalleu
17220	Sant Feliu de Guíxols
17248	Sant Feliu de Guíxols
17174	Sant Feliu de Pallerols
17830	Sant Ferriol
17850	Sant Ferriol
17150	Sant Gregori
17151	Sant Gregori
17164	Sant Gregori
17199	Sant Gregori
17403	Sant Hilari Sacalm
17854	Sant Jaume de Llierca
17464	Sant Jordi Desvalls
17860	Sant Joan de les Abadesses
17463	Sant Joan de Mollet
17481	Sant Julià de Ramis
17482	Sant Julià de Ramis
17862	Vallfogona de Ripollès
17732	Sant Llorenç de la Muga
17152	Sant Martí de Llémena
17153	Sant Martí de Llémena
17164	Sant Martí de Llémena
17462	Sant Martí Vell
17831	Sant Miquel de Campmajor
17475	Sant Miquel de Fluvià
17467	Sant Mori
17865	Sant Pau de Segúries
17864	Sant Pau de Segúries
17470	Sant Pere Pescador
17430	Santa Coloma de Farners
17240	Santa Cristina d'Aro
17245	Santa Cristina d'Aro
17246	Santa Cristina d'Aro
17771	Santa Llogaia d'Àlguema
17154	Sant Aniol de Finestres
17171	Sant Aniol de Finestres
17811	Santa Pau
17857	Sant Joan les Fonts
17840	Sarrià de Ter
17467	Saus,  Camallera i Llampaies
17465	Saus,  Camallera i Llampaies
17489	Selva de Mar, La
17165	Cellera de Ter, La
17166	Cellera de Ter, La
17852	Serinyà
17133	Serra de Daró
17869	Setcases
17410	Sils
17420	Sils
17171	Susqueda
17166	Susqueda
17135	Tallada d'Empordà, La
17134	Tallada d'Empordà, La
17731	Terrades
17474	Torroella de Fluvià
17130	Torroella de Montgrí
17140	Torroella de Montgrí
17141	Torroella de Montgrí
17257	Torroella de Montgrí
17258	Torroella de Montgrí
17853	Tortellà
17536	Toses
17320	Tossa de Mar
17133	Ultramort
17140	Ullà
17114	Ullastret
17538	Urús
17176	Vall d'en Bas, La
17177	Vall d'en Bas, La
17178	Vall d'en Bas, La
17179	Vall d'en Bas, La
17813	Vall de Bianya, La
17858	Vall de Bianya, La
17253	Vall-llobrega
17473	Ventalló
17472	Ventalló
17137	Ventalló
17475	Ventalló
17142	Verges
17515	Vidrà
17411	Vidreres
17760	Vilabertran
17180	Vilablareix
17464	Viladasens
17137	Viladamat
17468	Vilademuls
17833	Vilademuls
17406	Viladrau
17740	Vilafant
17483	Vilaür
17493	Vilajuïga
17869	Vilallonga de Ter
17474	Vilamacolum
17469	Vilamalla
17781	Vilamaniscle
17741	Vilanant
17743	Vilanant
17485	Vila-sacra
17144	Vilopriu
17466	Vilopriu
17183	Vilobí d'Onyar
17185	Vilobí d'Onyar
17184	Vilobí d'Onyar
17723	Biure
17116	Cruïlles,  Monells i Sant Sadurní de l'Heura
17117	Cruïlles,  Monells i Sant Sadurní de l'Heura
17118	Cruïlles,  Monells i Sant Sadurní de l'Heura
17121	Cruïlles,  Monells i Sant Sadurní de l'Heura
17244	Cruïlles,  Monells i Sant Sadurní de l'Heura
17110	Forallac
17111	Forallac
17113	Forallac
17164	Sant Julià del Llor i Bonmatí
18132	Agrón
18250	Alamedilla
18520	Alamedilla
18220	Albolote
18290	Albolote
18708	Albondón
18518	Albuñán
18700	Albuñol
18760	Albuñol
18770	Albuñol
18659	Albuñuelas
18514	Aldeire
18179	Alfacar
18170	Alfacar
18280	Algarinejo
18295	Algarinejo
18120	Alhama de Granada
18128	Alhama de Granada
18620	Alhendín
18538	Alicún de Ortega
18438	Almegíjar
18690	Almuñécar
18697	Almuñécar
18518	Alquife
18129	Arenas del Rey
18126	Arenas del Rey
18127	Arenas del Rey
18100	Armilla
18290	Atarfe
18330	Atarfe
18230	Atarfe
18800	Baza
18860	Baza
18184	Beas de Granada
18516	Beas de Guadix
18510	Benalúa
18566	Benalúa de las Villas
18817	Benamaurel
18451	Bérchules
18412	Bubión
18416	Busquístar
18129	Cacín
18440	Cádiar
18448	Cádiar
18199	Cájar
18290	Calicasas
18565	Campotéjar
18810	Caniles
18819	Caniles
18418	Cáñar
18413	Capileira
18410	Carataunas
18439	Cástaras
18818	Castilléjar
18816	Castril
18190	Cenes de la Vega
18339	Cijuela
18518	Cogollos de Guadix
18211	Cogollos de la Vega
18564	Colomera
18053	Cortes de Baza
18814	Cortes de Baza
18815	Cortes de Baza
18517	Cortes y Graena
18850	Cúllar
18891	Cúllar
18859	Cúllar
18857	Cúllar
18195	Cúllar Vega
18330	Chauchina
18339	Chauchina
18329	Chimeneas
18194	Churriana de la Vega
18181	Darro
18538	Dehesas de Guadix
18570	Deifontes
18180	Diezma
18152	Dílar
18512	Dólar
18192	Dúdar
18650	Dúrcal
18130	Escúzar
18513	Ferreira
18515	Fonelas
18812	Freila
18340	Fuente Vaqueros
18840	Galera
18849	Galera
18540	Gobernador
18563	Gobernador
18150	Gójar
18870	Gor
18890	Gorafe
18010	Granada
18190	Granada
18182	Granada
18015	Granada
18014	Granada
18013	Granada
18011	Granada
18009	Granada
18001	Granada
18012	Granada
15489	Granada
18008	Granada
18002	Granada
18003	Granada
18004	Granada
18005	Granada
18006	Granada
18007	Granada
18560	Guadahortuna
18500	Guadix
18515	Guadix
18519	Guadix
18860	Guadix
18880	Guadix
18740	Gualchos
18614	Gualchos
18160	Güejar Sierra
18191	Güejar Sierra
18212	Güevéjar
18540	Huélago
18512	Huéneja
18830	Huéscar
18183	Huétor de Santillán
18185	Huétor de Santillán
18360	Huétor Tájar
18198	Huétor Vega
18380	Illora
18830	Illora
18381	Illora
18260	Illora
18350	Illora
18293	Illora
18294	Illora
18612	Itrabo
18550	Iznalloz
18567	Iznalloz
18127	Jayena
18518	Jerez del Marquesado
18699	Jete
18213	Jun
18452	Juviles
18512	Calahorra, La
18327	Láchar
18328	Láchar
18420	Lanjarón
18518	Lanteira
18656	Lecrín
18657	Lecrín
18660	Lecrín
18699	Lentegí
18449	Lobras
18311	Loja
18314	Loja
18312	Loja
18300	Loja
18313	Loja
18516	Lugros
18614	Lújar
18130	Malahá, La
18200	Maracena
18516	Marchal
18247	Moclín
18248	Moclín
18249	Moclín
18611	Molvízar
18193	Monachil
18196	Monachil
18270	Montefrío
18561	Montejícar
18569	Montillana
18370	Moraleda de Zafayona
18418	Motril
18600	Motril
18613	Motril
18614	Motril
18620	Motril
18720	Motril
18730	Motril
18490	Murtas
18492	Murtas
18657	Nigüelas
18214	Nívar
18151	Ogíjares
18858	Orce
18400	Órgiva
18410	Órgiva
18418	Órgiva
18710	Órgiva
18698	Otívar
18630	Otura
18640	Padul
18411	Pampaneira
18530	Pedro Martínez
18210	Peligros
18181	Peza, La
18517	Peza, La
18191	Pinos Genil
18240	Pinos Puente
18250	Pinos Puente
18291	Pinos Puente
18328	Pinos Puente
18562	Píñar
18568	Píñar
18516	Polícar
18710	Polopos
18750	Polopos
18415	Pórtugos
18820	Puebla de Don Fadrique
18197	Pulianas
18210	Pulianas
18515	Purullena
18519	Purullena
18192	Quéntar
18517	Quéntar
18711	Rubite
18310	Salar
19680	Salobreña
18690	Salobreña
18680	Salobreña
18610	Salobreña
18129	Santa Cruz del Comercio
18292	Santa Fe
18320	Santa Fe
18329	Santa Fe
18330	Santa Fe
18410	Soportújar
18710	Sorvilán
18713	Sorvilán
18750	Sorvilán
18563	Torre-Cardela
18430	Torvizcón
18417	Trevélez
18491	Turón
18480	Ugíjar
18492	Ugíjar
18494	Ugíjar
18470	Válor
18615	Vélez de Benaudalla
18616	Vélez de Benaudalla
18670	Vélez de Benaudalla
18131	Ventas de Huelma
18539	Villanueva de las Torres
18369	Villanueva Mesía
18179	Víznar
18128	Zafarraya
18140	Zubia, La
18811	Zújar
18414	Taha, La
18416	Taha, La
18658	Valle, El
18493	Nevada
18494	Nevada
18460	Alpujarra de la Sierra
18540	Alpujarra de la Sierra
18450	Alpujarra de la Sierra
18420	Alpujarra de la Sierra
18194	Gabias, Las
18110	Gabias, Las
18615	Guajares, Los
18511	Valle del Zalabí
18659	Villamena
18540	Morelábor
18658	Pinar, El
18660	Pinar, El
18101	Vegas del Genil
18102	Vegas del Genil
18813	Cuevas del Campo
18311	Zagra
19432	Abánades
19442	Ablanque
19325	Adobes
19490	Alaminos
19227	Alarilla
19117	Albalate de Zorita
19119	Albalate de Zorita
19112	Albares
19275	Albendiego
19125	Alcocer
19277	Alcolea de las Peñas
19260	Alcolea del Pinar
19261	Alcolea del Pinar
19284	Alcolea del Pinar
19310	Alcoroches
19152	Aldeanueva de Guadalajara
19332	Algar de Mesa
19268	Algora
19132	Alhóndiga
19129	Alique
19490	Almadrones
19115	Almoguera
19118	Almonacid de Zorita
19119	Almonacid de Zorita
19133	Alocén
19208	Alovera
19320	Alustante
19321	Alustante
19245	Angón
19282	Anguita
19283	Anguita
19445	Anguita
19286	Anquela del Ducado
19287	Anquela del Ducado
19357	Anquela del Pedregal
19141	Aranzueque
19237	Arbancón
19492	Arbeteta
